text,label
Butuh rekomendasi playlist YouTube yang bagus untuk belajar bahasa Jepang,RESOURCE_REQUEST
"Kak, gw ingin belajar mengenai artificial intelligence, ada rekomendasi modul belajar yang bagus?",RESOURCE_REQUEST
Gimana caranya agar aku bisa mendapatkan rekomendasi kursus online yang sesuai dengan kebutuhan aku?,RESOURCE_REQUEST
Apa ada rekomendasi bahan belajar untuk mempersiapkan diri menghadapi wawancara kerja?,RESOURCE_REQUEST
"Mau tanya, ada gak rekomendasi modul belajar yang bagus untuk belajar cybersecurity?",RESOURCE_REQUEST
Butuh rekomendasi kursus online yang bagus untuk belajar pengembangan web,RESOURCE_REQUEST
"Kak, aku mau belajar mengenai manajemen proyek, ada rekomendasi modul belajar yang bagus?",RESOURCE_REQUEST
Gimana caranya agar aku bisa mendapatkan rekomendasi kursus online yang sesuai dengan minat aku?,RESOURCE_REQUEST
Apa ada rekomendasi bahan belajar untuk mempersiapkan diri menghadapi tes TOEFL?,RESOURCE_REQUEST
"Mau tanya, ada gak rekomendasi modul belajar yang bagus untuk belajar mengenai keuangan?",RESOURCE_REQUEST
Butuh rekomendasi playlist YouTube yang bagus untuk belajar mengenai bisnis,RESOURCE_REQUEST
"Kak, gw ingin belajar mengenai kewirausahaan, ada rekomendasi modul belajar yang bagus?",RESOURCE_REQUEST
Gimana caranya agar aku bisa mendapatkan rekomendasi kursus online yang sesuai dengan tujuan aku?,RESOURCE_REQUEST
Apa ada rekomendasi bahan belajar untuk mempersiapkan diri menghadapi tes IELTS?,RESOURCE_REQUEST
"Mau tanya, ada gak rekomendasi modul belajar yang bagus untuk belajar mengenai pemasaran digital?",RESOURCE_REQUEST
Butuh rekomendasi kursus online yang bagus untuk belajar mengenai manajemen sumber daya manusia,RESOURCE_REQUEST
"Kak, aku mau belajar mengenai pengembangan diri, ada rekomendasi modul belajar yang bagus?",RESOURCE_REQUEST
Gimana caranya agar aku bisa mendapatkan rekomendasi kursus online yang sesuai dengan gaya belajar aku?,RESOURCE_REQUEST
Apa ada rekomendasi bahan belajar untuk mempersiapkan diri menghadapi tes GMAT?,RESOURCE_REQUEST
"Mau tanya, ada gak rekomendasi modul belajar yang bagus untuk belajar mengenai statistik?",RESOURCE_REQUEST
Butuh rekomendasi playlist YouTube yang bagus untuk belajar mengenai ilmu komputer,RESOURCE_REQUEST
"Kak, gw ingin belajar mengenai machine learning, ada rekomendasi modul belajar yang bagus?",RESOURCE_REQUEST
Gimana caranya agar aku bisa mendapatkan rekomendasi kursus online yang sesuai dengan kebutuhan kerja aku?,RESOURCE_REQUEST
Apa ada rekomendasi bahan belajar untuk mempersiapkan diri menghadapi tes GRE?,RESOURCE_REQUEST
"Mau tanya, ada gak rekomendasi modul belajar yang bagus untuk belajar mengenai networking?",RESOURCE_REQUEST
Aku butuh rekomendasi kursus online untuk pengembangan karir,RESOURCE_REQUEST
Gimana cara mendapatkan modul belajar yang bagus untuk meningkatkan kemampuan?,RESOURCE_REQUEST
"Nih, aku ingin tahu ada kursus apa aja yang bisa bantu aku meningkatkan kemampuan bahasa Inggris",RESOURCE_REQUEST
"Mau tanya, ada resource belajar apa aja yang bisa bantu aku jadi lebih pintar?",RESOURCE_REQUEST
Lu tahu ada playlist YouTube yang bagus untuk belajar desain grafis ga?,RESOURCE_REQUEST
"Makasih, aku butuh saran buat kursus online yang pas buat aku",RESOURCE_REQUEST
"Aku cari-cari modul belajar yang bagus buat aku, bisa bantu aku ga?",RESOURCE_REQUEST
Gw pengen tahu ada bahan belajar apa aja yang bisa bantu gw meningkatkan kemampuan coding,RESOURCE_REQUEST
"Aku ingin belajar tentang digital marketing, ada rekomendasi kursus online yang bagus ga?",RESOURCE_REQUEST
Aku butuh rekomendasi buku yang bagus untuk belajar tentang kepemimpinan,RESOURCE_REQUEST
"Mau tanya, ada kursus online yang bagus untuk belajar tentang data science?",RESOURCE_REQUEST
"Aku cari-cari resource belajar yang bagus untuk aku, bisa kasih saran ga?",RESOURCE_REQUEST
Lu tahu ada modul belajar yang bagus untuk aku belajar tentang manajemen waktu?,RESOURCE_REQUEST
Aku ingin tahu ada rekomendasi apa aja yang bisa bantu aku meningkatkan kemampuan public speaking,RESOURCE_REQUEST
Gw butuh bahan belajar yang bagus untuk aku belajar tentang keuangan pribadi,RESOURCE_REQUEST
"Aku cari-cari kursus online yang bagus untuk aku, bisa bantu aku ga?",RESOURCE_REQUEST
"Mau tanya, ada playlist YouTube yang bagus untuk belajar tentang fotografi?",RESOURCE_REQUEST
"Aku ingin belajar tentang entrepreneurship, ada rekomendasi kursus online yang bagus ga?",RESOURCE_REQUEST
Aku butuh rekomendasi modul belajar yang bagus untuk aku belajar tentang marketing,RESOURCE_REQUEST
Gw pengen tahu ada bahan belajar apa aja yang bisa bantu gw meningkatkan kemampuan menulis,RESOURCE_REQUEST
"Aku cari-cari resource belajar yang bagus untuk aku, bisa kasih saran ga?",RESOURCE_REQUEST
Lu tahu ada kursus online yang bagus untuk belajar tentang desain interior?,RESOURCE_REQUEST
Aku ingin tahu ada rekomendasi apa aja yang bisa bantu aku meningkatkan kemampuan berbicara di depan umum,RESOURCE_REQUEST
Aku butuh rekomendasi buku yang bagus untuk belajar tentang psikologi,RESOURCE_REQUEST
"Mau tanya, ada modul belajar yang bagus untuk aku belajar tentang manajemen proyek?",RESOURCE_REQUEST
Gw butuh bahan belajar yang bagus untuk aku belajar tentang ilmu komputer,RESOURCE_REQUEST
"Aku cari-cari kursus online yang bagus untuk aku, bisa bantu aku ga?",RESOURCE_REQUEST
"Aku ingin belajar tentang bisnis, ada rekomendasi kursus online yang bagus ga?",RESOURCE_REQUEST
Aku butuh rekomendasi modul belajar yang bagus untuk aku belajar tentang akuntansi,RESOURCE_REQUEST
Lu tahu ada playlist YouTube yang bagus untuk belajar tentang seni?,RESOURCE_REQUEST
Aku ingin tahu ada rekomendasi apa aja yang bisa bantu aku meningkatkan kemampuan berpikir kritis,RESOURCE_REQUEST
Gw pengen tahu ada bahan belajar apa aja yang bisa bantu gw meningkatkan kemampuan memimpin tim,RESOURCE_REQUEST
"Aku cari-cari resource belajar yang bagus untuk aku, bisa kasih saran ga?",RESOURCE_REQUEST
"Mau tanya, ada kursus online yang bagus untuk belajar tentang teknologi informasi?",RESOURCE_REQUEST
Aku ingin memperbarui ketersediaan waktu belajarku menjadi 10 jam per minggu.,CONSTRAINT_UPDATE
Gw butuh kursus dengan biaya di bawah 5 juta rupiah.,CONSTRAINT_UPDATE
Saya ingin memperbarui budget saya untuk kursus menjadi 10 juta.,CONSTRAINT_UPDATE
Aku mau belajar tapi waktu luangku cuma 5 jam seminggu.,CONSTRAINT_UPDATE
Lu bisa bantu aku cari kursus dengan waktu belajar fleksibel?,CONSTRAINT_UPDATE
Saya ingin mengubah jadwal belajarku menjadi malam hari saja.,CONSTRAINT_UPDATE
Aku butuh kursus yang bisa diselesaikan dalam waktu 3 bulan.,CONSTRAINT_UPDATE
Gw ingin memperbarui kriteria pencarian kursus berdasarkan biaya.,CONSTRAINT_UPDATE
Saya ingin memilih kursus yang memiliki durasi belajar singkat.,CONSTRAINT_UPDATE
"Aku mau daftar kursus tapi anggaranku terbatas, bisa bantu?",CONSTRAINT_UPDATE
Saya ingin mencari kursus dengan biaya yang lebih murah.,CONSTRAINT_UPDATE
Gw ingin memperbarui preferensi waktu belajarku menjadi siang hari.,CONSTRAINT_UPDATE
Aku ingin belajar tapi ketersediaan waktu belajarku terbatas.,CONSTRAINT_UPDATE
Saya ingin mengupdate kriteria pencarian kursus berdasarkan waktu belajar.,CONSTRAINT_UPDATE
Aku ingin mencari kursus yang bisa diikuti secara online dengan biaya rendah.,CONSTRAINT_UPDATE
Gw ingin memperbarui budget belajarku menjadi 20 juta rupiah.,CONSTRAINT_UPDATE
Saya ingin memperbarui jadwal belajarku agar lebih fleksibel.,CONSTRAINT_UPDATE
Aku ingin mencari kursus yang memiliki biaya kurang dari 2 juta rupiah.,CONSTRAINT_UPDATE
